"Omschrijving";"Aankomst";"St.";"Cap.";"Bruto acc.";"Aant.";"Omzet";"Inkoop acc.";"Bijk.k.";"Skipas";"Huurmat.";"Skiles";"Catering";"Vervoer";"Verz.";"Korting";"Overig";"Inkoop tot.";"Marge";"Marge %";"Betaald"
"I12065124";01-09-2012;1;4;356,00;2;350,00;274,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;274,65;75,35;21,53;274,65
"Z12065125";14-07-2012;1;9;1230,00;5;1127,00;984,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;984,00;143,00;12,69;984,00
"I12065127";14-07-2012;1;2;525,00;2;440,00;336,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;336,00;104,00;23,64;336,00
"Z12065128";21-07-2012;1;6;1176,00;5;1077,50;940,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;940,80;136,70;12,69;940,80
"Z12065129";21-07-2012;1;10;1200,00;8;1160,00;924,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;924,00;236,00;20,34;924,00
"I12075001";07-07-2012;1;4;873,00;4;670,00;523,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;523,80;146,20;21,82;523,80
"I12075002";07-07-2012;1;4;830,00;4;694,64;531,20;0,00;0,00;0,00;0,00;0,00;0,00;8,72;0,00;0,00;539,92;154,72;22,27;531,20
"I12075003";28-07-2012;1;6;0,00;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12075004";21-07-2012;1;4;810,00;4;886,81;648,00;0,00;0,00;0,00;0,00;0,00;0,00;36,63;0,00;0,00;684,63;202,18;22,80;648,00
"V12075005";28-07-2012;1;12;950,00;8;712,50;665,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;665,01;47,49;6,67;665,01
"I12075010";07-07-2012;1;4;528,00;4;410,00;316,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;316,80;93,20;22,73;316,80
"I12075011";14-07-2012;1;4;675,00;4;560,00;432,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;432,00;128,00;22,86;432,00
"I12075012";28-07-2012;1;6;0,00;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12075013";07-07-2012;1;4;1391,00;4;1050,00;834,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;834,60;215,40;20,51;834,60
"I12075014";14-07-2012;1;6;996,00;4;1005,00;796,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;796,80;208,20;20,72;796,80
"I12075024";21-07-2012;1;4;633,00;2;650,00;506,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,40;143,60;22,09;506,40
"Z12075028";25-08-2012;1;8;1799,00;4;1965,94;1529,15;0,00;0,00;0,00;0,00;0,00;0,00;103,59;0,00;0,00;1632,74;333,20;16,95;1529,15
"I12075031";14-07-2012;1;2;698,00;2;575,00;446,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;446,72;128,28;22,31;446,72
"Z12075033";07-07-2012;1;5;749,00;3;510,00;329,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;329,56;180,44;35,38;329,56
"I12075035";04-08-2012;1;2;389,00;2;505,00;389,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;389,00;116,00;22,97;389,00
"Z12075041";21-07-2012;1;6;1897,00;5;2628,99;1758,90;0,00;0,00;0,00;0,00;0,00;0,00;162,55;0,00;0,00;1921,45;707,54;26,91;1758,90
"Z12075042";04-08-2012;1;10;525,00;7;705,00;420,00;170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;590,00;115,00;16,31;590,00
"I12075043";18-08-2012;1;4;544,00;4;595,00;466,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;466,32;128,68;21,63;466,32
"I12075045";18-08-2012;1;4;556,00;2;689,69;500,40;0,00;0,00;0,00;0,00;0,00;0,00;28,34;0,00;0,00;528,74;160,95;23,34;500,40
"I12075046";04-08-2012;1;6;780,00;5;800,00;624,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;624,00;176,00;22,00;624,00
"I12075049";21-07-2012;1;2;725,00;2;600,00;464,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;464,00;136,00;22,67;464,00
"I12075050";25-08-2012;1;5;765,00;3;785,00;612,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;612,00;173,00;22,04;612,00
"Z12075053";14-07-2012;1;10;600,00;4;620,00;462,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462,00;158,00;25,48;462,00
"I12075054";28-07-2012;1;6;450,00;5;510,66;360,00;0,00;0,00;0,00;0,00;0,00;0,00;26,22;0,00;0,00;386,22;124,44;24,37;360,00
"I12075057";04-08-2012;1;4;1295,00;3;1385,00;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1145,00;240,00;17,33;1145,00
"I12075058";18-08-2012;1;7;1760,00;4;1875,00;1622,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1682,00;193,00;10,29;1682,00
"I12075061";14-07-2012;1;7;780,00;3;630,00;499,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;499,20;130,80;20,76;499,20
"I12075062";21-07-2012;1;3;699,00;3;565,00;447,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;447,36;117,64;20,82;447,36
"Z12075065";21-07-2012;1;4;999,00;4;620,00;559,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;559,44;60,56;9,77;559,44
"I12075068";21-07-2012;1;3;576,00;3;480,00;368,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,64;111,36;23,20;368,64
"I12075076";28-07-2012;1;4;689,00;4;795,00;620,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;620,10;174,90;22,00;620,10
"I12075077";04-08-2012;1;3;1190,00;4;1500,00;1190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1190,00;310,00;20,67;1190,00
"I12075081";11-08-2012;1;8;0,00;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"I12075083";28-07-2012;1;3;576,00;3;595,00;460,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;460,80;134,20;22,55;460,80
"I12075084";28-07-2012;1;4;770,00;4;790,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;174,00;22,03;616,00
"Z12075089";04-08-2012;1;6;999,00;4;915,50;799,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;799,20;116,30;12,70;799,20
"I12075090";21-07-2012;1;4;770,00;4;755,00;616,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;616,00;139,00;18,41;616,00
"Z12075094";28-07-2012;1;7;899,00;4;740,00;503,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;503,44;236,56;31,97;503,44
"I12075095";21-07-2012;1;4;1134,00;4;997,55;725,76;0,00;0,00;0,00;0,00;0,00;0,00;52,10;0,00;0,00;777,86;219,69;22,02;725,76
"Z12075097";18-08-2012;1;6;1366,00;4;1380,00;1092,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1092,80;287,20;20,81;1092,80
"I12075098";21-07-2012;1;2;728,00;2;600,00;465,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;465,92;134,08;22,35;465,92
"Z12075101";21-07-2012;1;6;1099,00;3;690,00;571,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;571,48;118,52;17,18;571,48
"Z12075102";28-07-2012;1;4;578,00;4;740,00;578,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;578,00;162,00;21,89;578,00
"I12075103";11-08-2012;1;4;686,00;4;875,00;686,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;686,00;189,00;21,60;686,00
"I12075105";21-07-2012;1;2;630,00;2;520,00;403,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;403,20;116,80;22,46;403,20
"I12075111";18-08-2012;1;4;644,00;4;825,00;644,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;644,00;181,00;21,94;644,00
"I12075113";11-08-2012;1;8;0,00;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100,00;0,00
"Z12075123";04-08-2012;1;5;567,00;4;725,00;567,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;567,00;158,00;21,79;567,00
"I12075125";28-07-2012;1;5;842,00;5;690,00;538,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;538,88;151,12;21,90;538,88
"I12075127";21-07-2012;1;3;582,00;2;613,32;465,60;0,00;0,00;0,00;0,00;0,00;0,00;7,70;0,00;0,00;473,30;140,02;22,83;465,60
"Z12075128";21-07-2012;1;8;1849,00;4;1160,00;961,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;961,48;198,52;17,11;961,48
"Z12075129";21-07-2012;1;6;350,00;4;462,00;245,00;102,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;347,00;115,00;24,89;347,00
"Z12075131";08-09-2012;1;10;1620,00;4;1640,00;1296,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1296,00;344,00;20,98;1296,00
"Z12075132";28-07-2012;1;8;1323,00;8;1294,38;1058,40;0,00;0,00;0,00;0,00;0,00;0,00;16,21;0,00;0,00;1074,61;219,77;16,98;1058,40
"V12075133";21-07-2012;1;12;950,00;5;780,00;532,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;532,00;248,00;31,79;532,00
"V12075143";27-07-2012;1;18;1845,00;6;1383,75;1291,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1291,50;92,25;6,67;1291,50
"Z12075144";11-08-2012;1;4;542,00;2;595,75;460,70;0,00;0,00;0,00;0,00;0,00;0,00;22,73;0,00;0,00;483,43;112,32;18,85;460,70
"I12075147";04-08-2012;1;4;522,00;4;670,00;522,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;522,00;148,00;22,09;522,00
"I12075150";28-07-2012;1;7;970,00;7;990,00;824,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;824,50;165,50;16,72;0,00
"I12075159";28-07-2012;1;6;945,00;4;1030,65;756,00;0,00;0,00;0,00;0,00;0,00;0,00;42,68;0,00;0,00;798,68;231,97;22,51;756,00
"I12075160";01-09-2012;1;4;480,00;2;500,00;408,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;408,00;92,00;18,40;0,00
"Z12075165";28-07-2012;1;6;1617,00;4;1070,00;840,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,84;229,16;21,42;840,84
"Z12075173";04-08-2012;1;5;1115,00;3;1075,00;892,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;892,00;183,00;17,02;0,00
"I12075181";04-08-2012;1;6;1095,00;6;895,00;700,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;700,80;194,20;21,70;700,80
"I12075186";04-08-2012;1;4;931,00;3;950,00;744,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;744,80;205,20;21,60;744,80
"I12075187";04-08-2012;1;2;698,00;2;540,00;418,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;418,80;121,20;22,44;418,80
"I12075188";01-09-2012;1;3;410,00;2;430,00;328,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;328,00;102,00;23,72;328,00
"V12075193";18-08-2012;1;8;1800,00;4;1620,00;1457,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1457,01;162,99;10,06;1457,01
"Z12075196";04-08-2012;1;8;1700,00;2;1720,00;1190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1190,00;530,00;30,81;1190,00
"Z12085001";04-08-2012;1;6;1344,00;6;1025,00;645,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;645,12;379,88;37,06;645,12
"I12085003";03-09-2012;1;4;978,00;3;1130,00;782,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;782,40;347,60;30,76;782,40
"I12085011";11-08-2012;1;4;1295,00;4;1215,00;1087,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1087,75;127,25;10,47;1087,75
"Z12085017";25-08-2012;1;4;499,00;2;344,50;279,44;0,00;0,00;0,00;0,00;0,00;0,00;22,73;0,00;0,00;302,17;42,33;12,29;279,44
"Z12085020";11-08-2012;1;8;1652,00;5;1059,50;925,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;925,12;134,38;12,68;925,12
"I12085027";20-08-2012;1;6;350,00;5;420,00;350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;350,00;70,00;16,67;350,00
"I12085043";18-08-2012;1;2;456,00;2;475,00;364,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;364,80;110,20;23,20;364,80
"I12085048";23-09-2012;1;2;850,00;2;870,00;680,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;680,00;190,00;21,84;680,00
"Z12085053";18-08-2012;1;6;675,00;2;574,89;425,25;0,00;0,00;0,00;0,00;0,00;0,00;8,91;0,00;0,00;434,16;140,73;24,48;425,25
"I12085054";20-08-2012;1;4;750,00;4;746,80;480,00;50,00;0,00;0,00;0,00;0,00;0,00;53,76;0,00;0,00;583,76;163,04;21,83;530,00
"I12085059";04-09-2012;1;2;410,00;2;540,00;410,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;410,00;130,00;24,07;410,00
"I12085071";25-08-2012;1;6;720,00;4;740,00;576,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;576,00;164,00;22,16;576,00
"I12085078";18-08-2012;1;4;589,00;4;680,00;530,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;530,10;149,90;22,04;530,10
"Z12085079";27-08-2012;1;4;159,00;4;200,00;159,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;159,00;41,00;20,50;159,00
"Z12085085";08-09-2012;1;10;1190,00;8;1090,00;904,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;904,40;185,60;17,03;904,40
"Z12085087";13-10-2012;1;6;230,00;3;219,95;184,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;184,00;35,95;16,34;184,00
"Z12085088";15-09-2012;1;4;300,00;2;305,00;240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;240,00;65,00;21,31;0,00
"Z12085091";08-09-2012;1;6;479,00;2;370,00;260,57;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;320,57;49,43;13,36;320,57
"I12085127";21-09-2012;1;4;450,00;2;470,00;360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;110,00;23,40;360,00
"I12085138";01-09-2012;1;3;320,00;2;272,00;272,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;272,00;0,00;0,00;0,00
"Z12085141";01-09-2012;1;5;488,00;2;480,00;390,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;390,40;89,60;18,67;390,40
"Z12085149";27-09-2012;1;10;350,00;5;350,00;269,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;269,50;80,50;23,00;0,00
"I12085153";08-09-2012;1;3;288,00;2;230,40;230,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;230,40;0,00;0,00;230,40
"I12085156";08-09-2012;1;4;389,00;2;430,00;333,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;333,45;96,55;22,45;333,45
"I12085178";22-09-2012;1;3;280,00;2;300,00;224,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;224,00;76,00;25,33;224,00
"Z12085183";08-09-2012;1;5;788,99;2;765,00;631,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;631,19;133,81;17,49;631,19
"I12085207";01-09-2012;1;4;698,00;2;715,00;558,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558,40;156,60;21,90;558,40
"I12085208";08-09-2012;1;5;605,00;2;470,00;363,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;363,00;107,00;22,77;363,00
"Z12085220";15-09-2012;1;5;609,00;4;505,00;389,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;389,76;115,24;22,82;389,76
"I12095069";09-09-2012;1;4;638,00;3;814,00;638,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,00;176,00;21,62;638,00
"Z12095086";22-09-2012;1;6;460,00;2;385,50;312,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;312,80;72,70;18,86;312,80
"Z12095092";10-10-2012;1;7;763,20;7;974,00;763,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;763,20;210,80;21,64;763,20
"Z12095145";15-09-2012;1;5;560,00;2;465,00;358,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;358,40;106,60;22,92;358,40
"Z12095414";13-10-2012;1;8;1250,00;2;1284,00;1062,50;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1076,50;207,50;16,16;1076,50
